question,type,option1,option2,option3,option4,answer,image,compare,added_at
,mcq_img,А,Б,В,,В,nvo4math25.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,Б,nvo4math26.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,А,nvo4math27.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,В,nvo4math28.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,А,nvo4math29.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,Б,nvo4math30.png,exact,2026-03-17T17:27:41
,free_img,,,,,450,nvo4math31.png,exact,2026-03-17T17:27:41
,free_img,,,,,29,nvo4math32.png,exact,2026-03-17T17:27:41
,free_img,,,,,120,nvo4math33.png,exact,2026-03-17T17:27:41
,free_img,,,,,6400,nvo4math34.png,exact,2026-03-17T17:27:41
,free_img,,,,,330,nvo4math35.png,exact,2026-03-17T17:27:41
,free_img,,,,,7200,nvo4math36.png,exact,2026-03-17T17:27:41
,free_img,,,,,4,nvo4math37.png,exact,2026-03-17T17:27:41
,free_img,,,,,153,nvo4math38.png,exact,2026-03-17T17:27:41
,free_img,,,,,72,nvo4math39.png,exact,2026-03-17T17:27:41
,free_img,,,,,3000,nvo4math40.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,Б,nvo4math41.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,В,nvo4math42.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,Б,nvo4math43.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,В,nvo4math44.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,Б,nvo4math45.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,А,nvo4math46.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,Б,nvo4math47.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,Б,nvo4math48.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,В,nvo4math49.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,А,nvo4math50.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,В,nvo4math51.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,А,nvo4math52.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,Б,nvo4math53.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,В,nvo4math54.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,Б,nvo4math55.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,В,nvo4math56.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,Б,nvo4math57.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,В,nvo4math58.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,Б,nvo4math59.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,Б,nvo4math60.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,В,nvo4math61.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,Б,nvo4math62.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,Б,nvo4math63.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,В,nvo4math64.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,В,nvo4math65.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,В,nvo4math66.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,А,nvo4math67.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,Б,nvo4math68.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,А,nvo4math69.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,В,nvo4math70.png,exact,2026-03-17T17:27:41
,free_img,,,,,правоъгълен,nvo4math71.png,exact,2026-03-17T17:27:41
,free_img,,,,,4,nvo4math72.png,exact,2026-03-17T17:27:41
,free_img,,,,,радиус,nvo4math73.png,exact,2026-03-17T17:27:41
,free_img,,,,,прав,nvo4math74.png,exact,2026-03-17T17:27:41
,free_img,,,,,4,nvo4math75.png,exact,2026-03-17T17:27:41
,free_img,,,,,12,nvo4math76.png,exact,2026-03-17T17:27:41
,free_img,,,,,разностранен,nvo4math77.png,exact,2026-03-17T17:27:41
,free_img,,,,,12,nvo4math78.png,exact,2026-03-17T17:27:41
,free_img,,,,,цилиндър,nvo4math79.png,exact,2026-03-17T17:27:41
,free_img,,,,,9,nvo4math80.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,А,nvo4math81.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,Б,nvo4math82.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,Б,nvo4math83.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,Б,nvo4math84.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,Б,nvo4math85.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,В,nvo4math86.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,Б,nvo4math87.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,Б,nvo4math88.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,А,nvo4math89.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,А,nvo4math90.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,А,nvo4math91.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,В,nvo4math92.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,Б,nvo4math93.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,А,nvo4math94.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,А,nvo4math95.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,А,nvo4math96.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,Б,nvo4math97.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,Б,nvo4math98.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,А,nvo4math99.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,А,nvo4math100.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,А,nvo4math101.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,А,nvo4math102.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,А,nvo4math103.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,А,nvo4math104.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,А,nvo4math105.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,Б,nvo4math106.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,Б,nvo4math107.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,А,nvo4math108.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,А,nvo4math109.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,Б,nvo4math110.png,exact,2026-03-17T17:27:41
,free_img,,,,,5343,nvo4math111.png,exact,2026-03-17T17:27:41
,free_img,,,,,12193,nvo4math112.png,exact,2026-03-17T17:27:41
,free_img,,,,,7113,nvo4math113.png,exact,2026-03-17T17:27:41
,free_img,,,,,336,nvo4math114.png,exact,2026-03-17T17:27:41
,free_img,,,,,864,nvo4math115.png,exact,2026-03-17T17:27:41
,free_img,,,,,108,nvo4math116.png,exact,2026-03-17T17:27:41
,free_img,,,,,4992,nvo4math117.png,exact,2026-03-17T17:27:41
,free_img,,,,,6164,nvo4math118.png,exact,2026-03-17T17:27:41
,free_img,,,,,763,nvo4math119.png,exact,2026-03-17T17:27:41
,free_img,,,,,6425,nvo4math120.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,Б,nvo4math121.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,Б,nvo4math122.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,А,nvo4math123.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,Б,nvo4math124.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,А,nvo4math125.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,Б,nvo4math126.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,А,nvo4math127.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,Б,nvo4math128.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,А,nvo4math129.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,А,nvo4math130.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,А,nvo4math131.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,А,nvo4math132.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,Б,nvo4math133.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,Б,nvo4math134.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,А,nvo4math135.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,А,nvo4math136.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,Б,nvo4math137.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,А,nvo4math138.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,А,nvo4math139.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,А,nvo4math140.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,Б,nvo4math141.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,Б,nvo4math142.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,А,nvo4math143.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,А,nvo4math144.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,А,nvo4math145.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,А,nvo4math146.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,А,nvo4math147.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,А,nvo4math148.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,Б,nvo4math149.png,exact,2026-03-17T17:27:41
,mcq_img,А,Б,В,,А,nvo4math150.png,exact,2026-03-17T17:27:41
,free_img,,,,,24,nvo4math151.png,exact,2026-03-17T17:27:41
,free_img,,,,,180,nvo4math152.png,exact,2026-03-17T17:27:41
,free_img,,,,,480,nvo4math153.png,exact,2026-03-17T17:27:41
,free_img,,,,,54,nvo4math154.png,exact,2026-03-17T17:27:41
,free_img,,,,,9,nvo4math155.png,exact,2026-03-17T17:27:41
,free_img,,,,,32,nvo4math156.png,exact,2026-03-17T17:27:41
,free_img,,,,,48,nvo4math157.png,exact,2026-03-17T17:27:41
,free_img,,,,,18,nvo4math158.png,exact,2026-03-17T17:27:41
,free_img,,,,,36,nvo4math159.png,exact,2026-03-17T17:27:41
,free_img,,,,,45,nvo4math160.png,exact,2026-03-17T17:27:41
